definition_id,example_sn,example_cn,example_en,example_img
2025,1,生拉硬拽,drag one along kicking and screaming; drag sb. along against his will; stretch the meaning; make a far-fetched comparison,
2025,2,生搬硬套。,copy or apply mechanically; follow blindly in disregard of specific conditions,
2026,1,生怕,very afraid,
2026,2,生恐,be afraid; fear,
2026,3,生疼。,very painful,
2027,1,师生,teacher and student,
2027,2,招生,enroll students,
2027,3,毕业生。,graduate,
2028,1,书生。,intellectual; scholar,
2029,1,医生。,doctor,
2030,1,医生。,doctor,
2111,1,要求。,demand,
2112,1,要挟。,coerce; put pressure on; threaten,
2121,1,主要,principal; major,
2121,2,紧要,critical; crucial; vital,
2121,3,险要,strategically located and difficult to access,
2121,4,要事,important matter,
2121,5,要点。,main points; essentials; gist,
2122,1,纲要,outline; sketch,
2122,2,摘要,summary; abstract; précis,
2122,3,提要,summary; synopsis; précis,
2122,4,择要记录。,note down the essential points,
2123,1,他要一个口琴,He wants a harmonica.,
2123,2,这本书我还要呢!,I want to keep this book.,
2124,1,要账,demand repayment of a debt,
2124,2,小弟弟跟姐姐要钢笔用。,The younger brother asked his elder sister for permission to use her pen.,
2125,1,她要我替她写信。,She asked me to write a letter for her.,
2126,1,他要学游泳。,He wants to learn to swim.,
2127,1,"路很滑,大家要小心!","The road is slippery, be careful, everybody!",
2127,2,"早点ㄦ睡吧,明天还要起早呢!","Let's go to bed early, since we have to get up early tomorrow morning.",
2128,1,我做件上衣要多少布?,How much cloth do I need to make a jacket?,
2128,2,由北京到天津坐汽车要两个小时。,It takes two hours to travel from Beijing to Tianjin by bus.,
2129,1,我们要参加劳动竞赛了,We are going to take part in a labour competition.,
2129,2,要下雨了。,It's going to rain.,
2130,1,"夏天屋子里太热,树阴底下要凉快得多。","In summer, it is much cooler under a tree than inside the room.",
2131,1,"明天要下雨,我就不去了。","If it rains tomorrow, I won't go.",
2132,1,"要就去打球,要就去溜冰,别再犹豫了。",Let's go either to play ball or to skate. Don't be so indecisive.,
2211,1,我们,we,
2211,2,你们,you,
2211,3,乡亲们,folks,
2211,4,同志们。,com-rades,
2211,5,"[注意]NOTE:名词前有数量词时,后面不加‘们’,例如不说‘三个孩子们’。","们 is not used after a noun that has a numeral modifier in front, so 三个孩子 (three children), not 三个孩子们.",
2311,1,以少胜多,defeat an opponent superior in number,
2311,2,喻之以理,reason with sb.; try to make sb. see reason,
2311,3,赠以鲜花。,present sb. with a bouquet,
2312,1,以次就座,take seats in order,
2312,2,以时启闭。,open and close according to schedule,
2313,1,何以知之?,How do you know?,
2313,2,不以人废言。,Don't reject a view because you dislike the speaker.,
2314,1,以广视听,so as to make it known to more people,
2314,2,以待时机。,wait for a chance,
2315,1,中华人民共和国以1949年10月1日宣告成立。,"The founding of the People's Republic of China was proclaimed on October 1, 1949.",
2316,1,"城高以厚,地广以深。",The city wall is high and thick and the area is wide and deep.,
2317,1,以前,before,
2317,2,以上,above,
2317,3,三日以后,three days later; in three days,
2317,4,县级以上,above the county level,
2317,5,长江以南,south of the Yangtze River,
2317,6,五千以内,"within5,000",
2317,7,二十岁以下。,under 20 years of age,
2411,1,到期,become due; mature; expire,
2411,2,迟到,be late,
2411,3,火车到站了,The train has arrived at the station.,
2411,4,从星期三到星期五。,from Wednesday to Friday,
2412,1,到郊外去,go to the suburbs,
2412,2,到群众中去。,go to the masses (people),
2413,1,看到,have seen sth.,
2413,2,办得到,can do sth.,
2413,3,说到一定要做到,One must do what one says; be as good as one's word,
2413,4,想不到你来了。,I didn't expect that you would come.,
2414,1,想得很到,You have thought of everything.,
2414,2,有不到的地方请原谅。,Hope you will forgive me if I have not been thoughtful enough.,
2511,1,国内,internal (to a nation); domestic; home,
2511,2,祖国,one's own country; motherland; home country; homeland,
2511,3,外国,foreign country,
2511,4,保家卫国。,protect our home and defend our country,
2512,1,国徽,national emblem,
2512,2,国旗,national flag,
2512,3,国花。,national flower,
2513,1,国手,top-notch person in the country; player on a national team,
2513,2,国色。,most beautiful woman in the country; of matchless or peerless beauty,
2514,1,国产,home-made; domestically produced; made in China,
2514,2,国术,traditional Chinese martial arts,
2514,3,国画,traditional Chinese painting,
2514,4,国药。,Chinese herbal medicine,
2611,1,古时,in ancient times,
2611,2,宋时,during the Song Dynasty,
2611,3,盛极一时。,reach the zenith; be in vogue (for a time),
2612,1,按时上班,go to work on time,
2612,2,列车准时到站。,The train arrived at the station on time.,
2613,1,四时,four seasons,
2613,2,不误农时,do not miss the farming season; do farm work during the right season,
2613,3,应时食品。,food in season,
2614,1,时下,at present; currently,
2614,2,时新,fashionable; stylish; trendy,
2614,3,时事。,current affairs; current events,
2615,1,入时,fashionable; in vogue,
2615,2,合时。,fashionable; in vogue,
2616,1,卯时,5-7 a.m.,
2616,2,辰时。,7-9 a.m.,
2616,3,小时(点),hour,
2616,4,上午八时。,8 a.m.,
2617,1,失时,miss the chance; lose the opportunity,
2617,2,待时而动。,bide one's time,
2618,1,时时,often; constantly; again and again,
2618,2,时有出现。,occur now and then,
2619,1,时断时续,on and off,
2619,2,时快时慢。,"sometimes fast, sometimes slow",
2619,3,"[注意]NOTE:‘时…时…’后面通常用单音词,‘时而…时而…’没有限制。","时(shí)...时... is usu. followed by monosyllables, while 时而(shí'ér) ... 时而 ... has no restrictions.",
2711,1,迁就,accommodate oneself to; yield to,
2711,2,避难就易,shirk the difficult and take the easy; take the easy way out; choose the easier of the two alternatives,
2711,3,就着灯看书。,read a book by the light of a lamp,
2712,1,就位,take one's place,
2712,2,就业,obtain employment,
2712,3,就寝,go to bed; retire for the night,
2712,4,就学,go to school; attend school,
2712,5,就职。,assume office,
2713,1,就歼,be annihilated; be wiped out,
2713,2,就擒。,be seized; be captured,
2714,1,成就,accomplish; achieve,
2714,2,功成业就,(of a person's career) crowning success,
2714,3,"生铁铸就的,不容易拆掉。","Cast of iron, it is not easily dismantled.",
2715,1,就便,at sb.'s convenience,
2715,2,就近,(do or get sth.) nearby,
2715,3,就手ㄦ。,while you are at it,
2716,1,花生仁ㄦ就酒。,have peanuts with one's drinks,
2717,1,他们就这个问题进行了讨论。,They had a discussion on this question.,
2718,1,我就来,I'll come right away.,
2718,2,"您略候一候,饭就好了。","Just wait a little while, please. The meal will be ready in a minute.",
2719,1,他十五岁就参加革命了,He joined the revolution when he was only 15 years old.,
2719,2,大风早晨就住了。,The gale had already stopped by the morning.,
2720,1,想起来就说,Speak up as soon as you think of something.,
2720,2,"卸下了行李,我们就到车间去了。","As soon as we unloaded our luggage, we went to the workshop.",
2721,1,"只要用功,就能学好","As long as one works hard, one can learn it well.",
2721,2,"他要是不来,我就去找他","If he does not come, then I will go and find him.",
2721,3,"谁愿意去,谁就去。",Anyone who is willing to go can go.,
2722,1,"你们两个小组一共才十个人,我们一个小组就十个人","There are 10 people altogether in your two groups, but there are as many members in just one group of ours.",
2722,2,"他三天才来一次,你一天就来三次","He comes here once every three days, while you come here three times a day.",
2722,3,"这块大石头两个人抬都没抬起来,他一个人就把它背走了。","Two people working together were not strong enough to lift this big rock, but he just carried it away alone on his back.",
2723,1,"大点ㄦ就大点ㄦ吧,买下算了。","Even though it's a little too big, just buy it.",
2724,1,"街道本来就不宽,每逢集市更显得拥挤了","The street is not wide, to begin with, and it becomes more crowded on market days.",
2724,2,"我就知道他会来的,今天他果然来了。","I knew he would come, and he came today as expected.",
2725,1,"以前就他一个人知道,现在大家都知道了。","He used to be the only one to know this, now it is known to all.",
2726,1,我就不信我学不会,I simply refused to believe that I couldn't master it.,
2726,2,"我就做下去,看到底成不成。","I just continue to do it, to see whether it will succeed or not.",
2727,1,那就是他的家,That is precisely his home.,
2727,2,这人就是他哥哥,This person is precisely his elder brother.,
2727,3,幼儿园就在这个胡同里。,The kindergarten is exactly in this alley.,
2728,1,"你就送来,我也不要。","Even if you send it to me, I won't accept it.",
2811,1,出来,come out,
2811,2,出去,go out,
2811,3,出门,go out of the house; leave home,
2811,4,出国,go abroad,
2811,5,出院。,be discharged from hospital,
2812,1,出席,be present,
2812,2,出场。,go on stage,
2813,1,出轨,derail,
2813,2,出界,go beyond the boundary,
2813,3,不出三年。,within three years,
2814,1,出钱,pay money,
2814,2,出布告,put up a bulletin,
2814,3,出题目,prepare (exam) questions,
2814,4,出主意。,put forth ideas,
2815,1,出煤,produce coal,
2815,2,出活ㄦ,get work done,
2815,3,我们厂里出了不少劳动模范,Many model workers have come forth in our factory.,
2815,4,出问题,get into trouble,
2815,5,这事ㄦ出在1962年。,This happened in 1962.,
2816,1,这家出版社出了不少好书。,This press has published many good books.,
2817,1,出芽ㄦ,sprout,
2817,2,出汗,sweat,
2817,3,出天花,suffer from smallpox,
2817,4,出气。,vent one's anger,
2818,1,语出《老子》。,quoted from Laozi,
2819,1,出名,become famous,
2819,2,出面,appear personally; take it upon oneself (to do sth.),
2819,3,出头,act as the leader; act on behalf of,
2819,4,出丑。,make a fool of sb. or oneself,
2820,1,机米做饭出饭,Long-grained non-glutinous rice rises well when cooked.,
2820,2,这面蒸馒头出数ㄦ。,Buns made of this flour swell big when steamed.,
2821,1,出纳,expenditure and income,
2821,2,量入为出。,spend within the limit of one's income; live within one's means,
2822,1,"散会了,大家往出走。","When the meeting was over, everyone walked out.",
2823,1,三出戏。,three plays,
2824,1,看得出,clear to see,
2824,2,看不出,cannot see clearly; cannot tell,
2824,3,拿出一张纸,take out a sheet of paper,
2824,4,跑出大门,run out of the gate,
2824,5,看出问题,discern a problem,
2824,6,做出成绩。,accomplish,
2911,1,"我不会唱歌,只说了个笑话。","Since I can't sing, I just told a joke.",
2912,1,一说就明白。,catch on as soon as told,
2913,1,学说,theory,
2913,2,著书立说,write books and establish a theory,
2913,3,有此一说。,there's such a theory,
2914,1,挨说了,be scolded,
2914,2,爸爸说了他几句。,His father gave him a scolding.,
2915,1,说婆家。,find a husband for her,
2916,1,他这段话是说谁呢?,Who did his remarks refer to?,
2921,1,游说。,canvass for,
3011,1,会计。,accounting,
3021,1,会合,congregate; assemble,
3021,2,会齐,join together,
3021,3,会诊,medical consultation,
3021,4,会审。,joint hearing; joint trial,
