definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,DS,QW
5014,得,de,助词,表示动作已完成（古白话）,他出得门来，便直奔集市而去。,他吃得饱饱的，现在正躺在沙发上休息呢。,2,1
5021,得,děi,动词,需要,这个工程得三个月才能完工，大家要做好长期准备。,要想按时完成这个项目，我们得加班加点地工作。,2,1
5031,得,dé,动词,获得,要想取得成功，就必须付出努力。,经过努力，他终于得到了梦寐以求的工作机会。,2,1
5033,得,dé,动词,合适,这工具得用起来顺手，工作效率才会提高。,这件衣服的颜色和款式都很得她的心意。,2,1
5035,得,dé,动词,完成,饭得了，大家可以开动了。,晚饭已经得了，大家快来吃饭吧。,2,1
5036,得,dé,助词,表示同意或禁止,得，就这么办吧，我们也不再纠结了。,得，就这么办吧，别再争论了。,2,1
5037,得,dé,助词,表示无奈,得，这一张又画坏了，只能重新再来。,得，又迟到了，今天真是倒霉。,2,1
5111,家,jia,助词,用于名词后，表示某一类人。,女人家通常比较细心，做事也更周到。,老人家，您慢走，路上小心。,2,1
5112,家,jia,助词,方言中用于男子名字后，指其妻子。,秋生家住在村头，门前有一棵大槐树。,老王家的今天做了好多好吃的。,2,1
5132,家,jiā,名词,家庭的住所。,天色已晚，他决定回家休息。,周末我喜欢邀请朋友来家里做客。,2,1
5134,家,jiā,名词,从事某种行业的人或家庭。,农家的生活虽然简朴，却充满了田园的乐趣。,这条街上有很多渔家，专门卖新鲜的海鲜。,2,1
5135,家,jiā,名词,掌握某种专门学识或从事某种专门活动的人,这位专家在领域内有着很高的声望。,李教授是一位著名的物理学家，在国际上享有盛誉。,2,1
5136,家,jiā,名词,学术流派。,儒家思想对中国文化产生了深远的影响。,儒家思想对中国传统文化有着深远的影响。,2,1
5137,家,jiā,名词,指对立中的一方。,上家的出价已经超出了我们的预算。,在这场辩论中，我们家的观点得到了大多数人的支持。,2,1
5138,家,jiā,名词,谦辞，用于称呼自己的长辈亲属。,家父一直教导我要诚实守信。,家父最近身体欠安，所以不能出席今天的会议。,2,1
5139,家,jiā,形容词,饲养的(跟‘野’相对),这些家畜是农民们重要的经济来源。,这只家猫非常温顺，从来不抓家里的家具。,2,1
5140,家,jiā,动词,方言中指驯养。,这只小鸟已经养家了，放了它也不会飞走。,这只野鸟被我们养了半年，现在已经很家了。,2,1
5141,家,jiā,量词,用于计量家庭或企业。,一家人家住在山脚下，过着平静的生活。,这条街上新开了三家咖啡馆，生意都很不错。,2,1
6211,工,gōng,名词,工人和工人阶级。,矿工们每天都在地下辛勤工作，为国家的发展做出了巨大贡献。,这些技术工人正在认真组装精密的电子设备。,1,2
6312,行,xíng,名词,指路程,千里之行始于足下。,古代人常说千里之行始于足下。,1,2
6314,行,xíng,形容词,流动性的;临时性的,这位行商走遍天下，见多识广。,这家公司专门经营行商业务，没有固定店铺。,1,2
6418,面,miàn,名词,方位词后缀,书放在桌子的上面。,这座房子坐北朝南，采光非常好。,1,2
6613,小,xiǎo,副词,略微；稍微。,虽然年轻，但他小有才干，受到大家的认可。,这道菜稍微有点咸，下次可以少放点盐。,1,2
6615,小,xiǎo,形容词,兄弟姐妹中排行最末的。,家里的小儿子特别调皮可爱。,我们家有三个孩子，我是最小的那个。,1,2
6617,小,xiǎo,名词,旧指妾。,他为了讨小，不惜花费重金购买礼物。,在古代，有些富贵人家会娶小来照顾家务。,1,2
6711,所,suǒ,名词,地点；位置,这是一个非常适合举办活动的场所。,这个公园是我们经常聚会的处所。,1,2
6712,所,suǒ,名词,明代驻军单位（现仅用于地名）,海阳所（在山东）是一个风景优美的小镇。,这个镇子以前是个千户所，现在成了旅游景点。,1,2
6713,所,suǒ,名词,机关或办事机构的名称,这个研究所致力于前沿科技的研究。,研究所的科学家们正在研发新的疫苗。,1,2
6714,所,suǒ,量词,房屋的计量单位,这所房子非常宽敞明亮。,他在郊区买了两所房子，一所自己住，一所出租。,1,2
6812,起,qǐ,助词,用在动词后，表示能力是否足以完成某动作,只有经得起考验的人才能取得成功。,这个任务太复杂了，我一个人承担不起。,1,2
6814,起,qǐ,助词,用在动词后，表示动作涉及的对象,他多次问起过你，似乎对你很感兴趣。,警察正在调查这起交通事故的原因。,1,2
6819,起,qǐ,动词,取出收藏或嵌入的物品,码头上正在起货，工人们忙得不可开交。,他用钥匙把锁起的抽屉打开，取出了重要文件。,1,2
6820,起,qǐ,动词,事件或现象开始出现,起风了，记得把窗户关好。,昨天夜里突然起了一场大火，烧毁了整座仓库。,1,2
6824,起,qǐ,动词,领取（证件、凭证等）,请帮我起行李票，这样我可以顺利托运。,乘客需要先在柜台起登机牌才能通过安检。,1,2
6830,起,qǐ,量词,用于计量群体或批次,外面进来一起人，看起来像是参加聚会的。,车站里又到了一起新的旅客，工作人员忙得不可开交。,1,2
6911,去,qù,助词,表示动作使对象离开原处。,这本书你拿去吧，我已经看完了。,他飞快地跑去了操场，参加即将开始的足球比赛。,1,2
7313,理,lǐ,名词,自然科学领域,他选择了理科作为自己的主修方向。,她在大学里专修理科，尤其擅长物理学。,1,2
7316,理,lǐ,动词,回应他人言行,"路上碰见了,谁也没理谁。",他对别人的批评置之不理，依然我行我素。,1,2
7411,进,jìn,动词,向前移动,项目正在按计划推进。,士兵们接到命令后，立即向前推进。,1,2
7413,进,jìn,名词,获得的钱财,这笔进款来得正是时候，解决了公司的燃眉之急。,这家商店每天的收入相当可观。,1,2
7414,进,jìn,动词,恭敬地送上,地方官员向朝廷进奉了大量的珍宝。,大臣将奏折呈进给皇帝审阅。,1,2
7524,体,tǐ,动词,〈动词〉亲身经历；设身处地考虑,通过这次实践，我深刻体会到了团队合作的重要性。,只有亲身体验过农村生活，才能真正理解农民的辛苦。,1,2
7611,还,hái,副词,仍然；依旧,"十年没见了,她还那么年轻。",虽然已经毕业十年了，他还保持着每天阅读的习惯。,1,2
7613,还,hái,副词,勉强过得去（多指好的方面）,"屋子不大,收拾得倒还干净。",虽然房间不大，但收拾得还算整洁。,1,2
7614,还,hái,连词,尚且（用于递进关系）,"你还搬不动,何况我呢?",连这么简单的题目都不会做，还谈什么考大学？,1,2
7616,还,hái,副词,早已,"还在几年以前,我们就研究过这个方案。",早在唐朝时期，中国就已经还发明了火药。,1,2
7623,还,huán,动词,以行动回报他人的行为,他被指责后忍不住还嘴辩解。,为了报答老师的栽培之恩，他决定毕业后回到母校任教。,1,2
7714,定,dìng,形容词,已经确定且不可更改的,这一定理是数学中的基本原理之一。,这个项目的预算已经确定，不能再随意更改了。,1,2
7715,定,dìng,形容词,按照预先设定的标准或要求,科学家通过实验进行了定量分析。,根据学校规定，学生必须穿着统一的校服参加升旗仪式。,1,2
7811,实,shí,形容词,"内部完全填满,没有空隙",这是一个实心儿的铁球，非常沉重。,这个实心球很重，里面没有任何空隙。,2,1
7813,实,shí,名词,客观存在的情况,由于传闻失实，公司形象受到了损害。,根据实际情况，我们需要调整工作计划。,2,1
7914,如,rú,动词,超过,光景一年强如一年，生活越来越好了。,今年的收成如往年一样好，农民们都很高兴。,1,2
7915,如,rú,动词,表示举例,唐朝有很多大诗人，如李白、杜甫、白居易等。,许多运动如篮球、足球都深受年轻人喜爱。,1,2
7916,如,rú,动词,前往,他匆忙如厕，结果差点摔倒。,他决定如京赶考，追求功名利禄。,1,2
8011,么,me,助词,用作词的后缀,这么简单的题目你都不会做吗？,这么晚了，你怎么还不回家？,1,2
8113,物,wù,名词,内容;实质,他言之有物，每一句话都充满了智慧。,这篇文章空洞无物，缺乏实质内容。,1,2
8213,法,fǎ,名词,可供效仿的准则或榜样,这本法帖记录了许多古代书法名家的作品。,这位老师品德高尚，是我们学习的法。,1,2
8215,法,fǎ,名词,佛教用语，指真理或教义,佛法博大精深，值得我们用一生去研究和实践。,佛教中的法是指宇宙的真理和规律。,1,2
8429,好,hǎo,形容词,简单容易,那个歌儿好唱，旋律简单又容易记住。,这个数学题看起来复杂，其实很好解决。,1,2
8430,好,hǎo,形容词,以便于,地整平了好种庄稼，农民们可以更高效地耕种。,这个工具设计得很好，用起来很方便。,1,2
8431,好,hǎo,动词,方言表示应该可以,我好进来吗？还是需要等你通知？,你身体不舒服，好去医院检查一下。,1,2
8434,好,hǎo,形容词,询问数量或程度,哈尔滨离北京好远，坐火车需要十几个小时。,从这里到火车站有好远？我们需要提前多久出发？,2,1
9212,本,běn,量词,用于计算植物数量,花园里种了牡丹十本。,花园里种着三本牡丹，每到春天就开出绚丽的花朵。,2,1
9213,本,běn,名词,事物的根源,做人不能忘本。,教育是立国之本，只有重视教育才能培养出优秀的人才。,2,1
9217,本,běn,代词,自己的,本厂生产的商品质量很好。,这是我们本公司的产品目录，请您过目。,2,1
9219,本,běn,介词,依据,本着政策办事，才能更好地服务人民。,本着他的建议，我们修改了项目计划。,2,1
9221,本,běn,名词,书籍的版本,这个刻本非常珍贵。,这本小说有多个版本，最新版增加了插图。,2,1
9311,长,cháng,形容词,两点间距离大（与“短”相对）。,这条路很长，走起来很费劲。,这条河流很长，流经了好几个省份。,2,1
9312,长,cháng,名词,物体从一端到另一端的距离。,"南京长江大桥气势雄伟，铁路桥全长6,772米。",这张桌子的长度是两米，宽度是一米。,2,1
9313,长,cháng,名词,优点或擅长的方面。,他的特长是弹钢琴。,他的长处是善于与人沟通，很适合做销售。,2,1
9314,长,cháng,动词,对某事做得特别好,他长于写作，文章写得非常好。,她长于绘画，尤其擅长水彩画。,2,1
9321,长,zhǎng,形容词,年龄较大。,年长的人通常更有经验。,在我们家，哥哥比我长三岁。,2,1
9322,长,zhǎng,形容词,兄弟姐妹中排行第一。,长兄如父，他承担起了照顾家庭的责任。,他是家里的长子，承担了很多责任。,2,1
9323,长,zhǎng,形容词,家族或社会关系中辈分高。,师长对学生的成长起着至关重要的作用。,我的爷爷在家族中辈分最长，很受尊敬。,2,1
9324,长,zhǎng,名词,担任领导职务的人。,部长在会议上发表了重要讲话。,校长是我们学校的主要领导人。,2,1
9325,长,zhǎng,动词,产生；出现。,这把刀因为长时间不用，已经长锈了。,这棵大树已经长在这里一百多年了。,2,1
9326,长,zhǎng,动词,发育；长大。,杨树长得快，几年时间就能成材。,孩子们在父母的关爱下健康成长。,2,1
