definition_id,hanzi,pinyin,pos,definition_cn,example_cn
3418,发,fā,动词,使（烟雾、气味等）扩散或散开,这个问题的答案可以从多个角度发散思考。
3419,发,fā,动词,揭露或打开（隐藏的事物）,科学家在研究中发现了一个新的现象。
3420,发,fā,动词,因变化而显现或产生,这本书因为年代久远，纸张已经开始发黄。
3421,发,fā,动词,表现出（情感）,他听到这个消息后立刻发怒，情绪十分激动。
3422,发,fā,动词,感受到（多指不愉快的情况）,长时间站立让她双腿发麻，不得不坐下来休息。
3423,发,fā,动词,起程,我们计划明天一早出发去旅行。
3424,发,fā,动词,开始某项行动,这次活动由他发起，得到了大家的积极响应。
3425,发,fā,动词,引发或启发,这部电影的内容发人深省，值得一看。
3426,发,fā,量词,用于计量枪弹、炮弹的数量,他扣动扳机，射出了一发子弹。
3427,发,fà,名词,头发,她的头发乌黑发亮，非常漂亮。
3511,着,zháo,动词,接触；碰到。,上不着天，下不着地。
3512,着,zháo,动词,感受到；遭受。,今天风很大，出门时一定要注意着风，别感冒了。
3513,着,zháo,动词,燃烧或灯亮（与“灭”相对）。,炉子着得很旺，整个房间都暖和了起来。
3514,着,zháo,助词,动词后助词，表示动作完成。,他太累了，一坐下就睡着了。
3515,着,zháo,动词,方言，指入睡。,我实在太困了，一上床就着了。
3521,着,zhe,助词,助词，表示动作持续。,他打着红旗在前面走，带领大家前进。
3522,着,zhe,助词,助词，表示状态持续。,大门敞着，任何人都可以随意进出。
3523,着,zhe,助词,加强命令或嘱咐的语气。,你听着，这件事非常重要，千万别忘了。
3524,着,zhe,介词,将动词转化为介词。,顺着这条小路一直走，你就能看到那座古老的庙宇。
3533,着,zhāo,动词,方言，指放入。,做菜时记得着点儿盐，不然会没味道。
3534,着,zhāo,动词,方言，表示同意。,这话着哇！说得真是太对了。
3541,着,zhuó,动词,穿（衣服）。,冬天到了，大家都穿着厚厚的棉衣。
3542,着,zhuó,动词,接触;挨上,墙上附着一层灰尘，需要好好清理一下。
3543,着,zhuó,动词,使接触或附着。,画家正在纸上着笔，描绘一幅美丽的山水画。
3544,着,zhuó,名词,下落；结果。,他们四处寻找丢失的钥匙，但最终还是寻找无着。
3545,着,zhuó,动词,派遣。,请着人前来领取你们的奖品。
3546,着,zhuó,动词,公文用语，表示命令。,上级命令着即施行，不得拖延。
3611,对,duì,动词,回应；答复,老师提问后，他迅速给出了对答。
3612,对,duì,动词,采取某种方式处理,在讨论问题时，我们应该对事不对人。
3613,对,duì,动词,面向；朝向,对着镜子理理头发，她准备出门参加聚会。
3614,对,duì,动词,两者相对,为了平衡工作量，经理决定将两人的任务对调。
3615,对,duì,形容词,对面的；敌对的,河的对岸是一片茂密的森林。
3616,对,duì,动词,使两者配合,春节期间，大家喜欢玩对对子的游戏。
3617,对,duì,动词,合适；相配,这辆车开起来感觉不太对劲儿。
3618,对,duì,动词,核对；验证,警方安排嫌疑人与证人进行对质。
3619,对,duì,动词,调整至合适标准,摄影师仔细地对好照相机的焦距，确保照片清晰。
3620,对,duì,形容词,正确；正常,你的话很对，我完全同意你的看法。
3621,对,duì,动词,混合（液体）,茶壶里对点儿开水，泡上一壶好茶。
3622,对,duì,动词,均分为二,他们决定将这笔钱对半儿分。
3625,对,duì,介词,介词，与“对于”用法相似,会议结束后，他对主办方表示谢意。
3711,作,zuò,动词,起身，兴起,面对困难，我们需要振作精神，继续努力。
3712,作,zuò,动词,从事，进行,他的行为真是作孽，让家人承受了巨大的痛苦。
3713,作,zuò,动词,创作，写作,这位作家花费多年时间完成了自己的著作。
3714,作,zuò,名词,创作的作品,这部电影被称为影史上的佳作，深受观众喜爱。
3715,作,zuò,动词,假装,她的表演显得有些作态，不够自然。
3716,作,zuò,动词,当作，作为,这张优惠券过期作废，无法再使用。
3717,作,zuò,动词,发作,闻到那股气味后，他感到一阵作呕。
3721,作,zuō,名词,手工业工场,这座石作建筑展现了古代工匠的高超技艺。
3811,能,néng,名词,指完成某项任务或活动的本领或才干。,掌握一门技能对未来发展非常重要。
3812,能,néng,名词,物理学中衡量物质运动能力的量，表现为做功的能力。常见形式包括势能、动能、热能等。,太阳能是一种清洁的可再生能源，对环境非常友好。
3813,能,néng,形容词,形容具备完成某项任务的本领。,这位能人在村里备受尊敬。
3814,能,néng,动词,表示具备做某事的能力或可能性。,蜜蜂能酿蜜，为人类提供了天然的甜味来源。
3911,可,kè,名词,古代少数民族最高统治者的称号,成吉思汗是蒙古族历史上最著名的可汗之一。
3921,可,kě,动词,同意,未经许可，任何人不得进入该区域。
3922,可,kě,动词,许可或可能,对于这个问题，答案两可，需要进一步讨论。
3923,可,kě,形容词,值得,这个小女孩非常可爱，大家都喜欢她。
3924,可,kě,副词,大约,他年可二十，正是风华正茂的时候。
3925,可,kě,动词,尽量（方言）,你可劲儿跑吧，我肯定追不上你。
3926,可,kě,动词,痊愈（古语）,经过精心调养，他的病终于可了。
3927,可,kě,名词,姓氏,可先生是我们学校新来的语文老师。
3928,可,kě,连词,但是,别看他年龄小，志气可不小。
3929,可,kě,副词,非常（表强调）,她待人可好了，谁都喜欢她。
3930,可,kě,副词,究竟（加强反问）,这件事我可怎么知道呢？
3931,可,kě,副词,到底（加强疑问）,这件事他可愿意？
3932,可,kě,动词,适合,她的性格可人意，大家都愿意和她交朋友。
4011,于,yú,介词,介词，表示在,她生于1949年。
4012,于,yú,助词,后缀,勇于尝试新事物是成功的第一步。
4013,于,yú,名词,姓氏,于教授将在下周给我们做一场关于人工智能的讲座。
4111,成,chéng,动词,完成；取得成功（与“败”相对）。,经过多年的努力，他们终于大功告成。
4112,成,chéng,动词,帮助他人达成目标。,我们应该成人之美，帮助别人实现梦想。
4113,成,chéng,动词,转变为某种状态或身份。,经过百炼成钢的过程，这块铁终于变成了坚硬的钢材。
4114,成,chéng,名词,取得的成果或成就。,他总是坐享其成，从不愿意付出努力。
4115,成,chéng,动词,生物发育到成熟阶段。,这种害虫的成虫对农作物的危害非常大。
4116,成,chéng,形容词,已确定的；现成的。,我们不能一味遵循成规，而要勇于创新。
4117,成,chéng,形容词,表示达到一定数量或程度。,这家工厂采用先进的技术实现了产品的成批生产。
4118,成,chéng,动词,表示同意或许可。,成！就这么办吧。
4119,成,chéng,动词,表示具备能力。,他可真成！什么都难不住他。
4120,成,chéng,名词,姓氏。,成先生是我们学校新来的历史老师。
4211,用,yòng,动词,使用；应用,厨房里的用具一应俱全，非常方便。
4212,用,yòng,名词,花费的钱财,这笔资金的用项必须明确记录下来。
4213,用,yòng,名词,用途；作用,这个工具的功用非常广泛，可以用于多种场合。
4214,用,yòng,动词,需要（多用于否定）,天还很亮，不用开灯。
4215,用,yòng,动词,吃喝（敬语）,到了用餐时间，大家围坐在一起用饭。
4216,用,yòng,介词,因此；因而（多用于书信）,请用特函达通知相关部门。
4311,过,guō,名词,姓氏,过先生是我们社区里最受尊敬的医生。
4321,过,guò,动词,经过（时间或空间）,你快过来，我有事情要和你说。
4322,过,guò,动词,所有权转移,房产已经成功过户到他的名下。
4323,过,guò,动词,经历（处理过程）,面粉需要过罗筛一下，才能保证细腻。
4324,过,guò,动词,回顾或查看,这份文件非常重要，请您亲自过目。
4325,过,guò,形容词,超出限度,他的要求有些过分，让人难以接受。
4326,过,guò,动词,访问,感谢您的过访，希望下次再见。
4327,过,guò,动词,去世（方言）,老太太过了好几天了。
4328,过,guò,名词,错误或失误,他意识到自己的过错，决定改正。
4329,过,guò,动词,胜过（动词后加'得'）,"干起活儿来,他抵得过两三个人。"
4330,过,guò,动词,传染（方言）,这个病过人。
4411,动,dòng,动词,改变静止状态,河水在河道中不断流动。
4412,动,dòng,名词,身体或物体的活动,做事要三思而后行，不可轻举妄动。
4413,动,dòng,动词,改变原有状态,搬动家具时要小心，以免损坏地板。
4414,动,dòng,动词,使用某种工具或方法,他拿起笔准备动笔写信。
4415,动,dòng,动词,引发情感反应,面对诱惑，他始终没有动心。
4416,动,dòng,动词,使人产生情感共鸣,这出戏演得很动人。
4417,动,dòng,动词,方言：吃喝（多用于否定）,这病不宜动荤腥。
4418,动,dòng,副词,经常；容易,他因为小事动辄得咎，感到十分委屈。
4511,主,zhǔ,名词,接待客人的人,宾主双方在宴会上交谈甚欢。
4512,主,zhǔ,名词,财物的拥有者,物主对丢失的物品非常焦急。
4513,主,zhǔ,名词,旧社会中占有奴隶或雇用仆役的人(跟‘奴、仆’相对),主仆之间的关系应当建立在尊重的基础上。
4514,主,zhǔ,名词,相关的人,失主终于找回了丢失的钱包。
4515,主,zhǔ,名词,上帝或真主,主要的问题已经解决了。
4516,主,zhǔ,形容词,最重要的,主要的原因是他没有认真准备。
4517,主,zhǔ,动词,负责管理,这次活动由他们单位主办。
4518,主,zhǔ,动词,提出主张,他是主战派的代表人物之一。
4519,主,zhǔ,动词,预示未来,民间有一种说法：左眼跳主财，右眼跳主灾（迷信）。
4520,主,zhǔ,名词,对事物持有的明确观点,他心里没主，总是犹豫不决。
4521,主,zhǔ,形容词,基于个人视角的,在工作中要主动承担责任。
4522,主,zhǔ,名词,祭祀用的死者牌位,这块神主牌位被供奉在祠堂里。
4523,主,zhǔ,名词,姓氏用字,主先生是我们公司新聘请的法律顾问。
4611,下,xià,动词,从高处向低处移动,请到这边坐下休息一下。
4612,下,xià,动词,有足够的容纳空间,这张桌子坐得下十个人。
4613,下,xià,动词,表示动作的完成,只有打下坚实的基础，才能取得更大的成就。
4614,下,xià,形容词,位置较低的,下游的河水流速较缓。
4615,下,xià,形容词,等级或品质较低的,这件商品属于下等品质。
4616,下,xià,形容词,顺序靠后的,我们下次再见吧。
4617,下,xià,副词,向下方向,上级下达了新的任务指示。
4618,下,xià,介词,表示属于一定范围、情况、条件等,这处房产登记在他的名下。
4619,下,xià,介词,表示特定时间,时下的年轻人更喜欢追求个性化的生活方式。
4620,下,xià,量词,表示方向或位置,经过协商，两下都同意了这个方案。
4621,下,xià,动词,由高处到低处,他们一起下山去寻找食物。
4622,下,xià,动词,（雨雪等）降落,今天可能会下雨，记得带伞。
