cihui,pinyin,rank
应,ying1,1220
刺,ci4,1221
般,ban1,1222
油,you2,1223
制定,zhi4'ding4,1224
华,hua2,1225
校,xiao4,1226
互相,hu4'xiang1,1227
上来,shang4'lai2,1228
加上,jia1'shang4,1229
参与,can1'yu4,1230
苦,ku3,1231
男子,nan2'zi3,1232
面积,mian4'ji1,1233
直到,zhi2'dao4,1234
出去,chu1'qu4,1235
符合,fu2'he2,1236
本来,ben3'lai2,1237
架,jia4,1238
身边,shen1'bian1,1239
幸福,xing4'fu2,1240
确实,que4'shi2,1241
状况,zhuang4'kuang4,1242
空间,kong1'jian1,1243
都,dou1,1244
逐渐,zhu2'jian4,1245
推动,tui1'dong4,1246
犯罪,fan4'zui4,1247
美元,mei3'yuan2,1248
打击,da3'ji1,1249
危险,wei1'xian3,1250
说话,shuo1'hua4,1251
表演,biao3'yan3,1252
报纸,bao4'zhi3,1253
公开,gong1'kai1,1254
显示,xian3'shi4,1255
州,zhou1,1256
采用,cai3'yong4,1257
最终,zui4'zhong1,1258
运用,yun4'yong4,1259
久,jiu3,1260
委员,wei3'yuan2,1261
亦,yi4,1262
商品,shang1'pin3,1263
规律,gui1'lv4,1264
观察,guan1'cha2,1265
鼓励,gu3'li4,1266
局,ju2,1267
优势,you1'shi4,1268
体育,ti3'yu4,1269
大力,da4'li4,1270
自我,zi4'wo3,1271
不管,bu4'guan3,1272
马上,ma3'shang4,1273
走向,zou3'xiang4,1274
西方,xi1'fang1,1275
合同,he2'tong,1276
空气,kong1'qi4,1277
各个,ge4'ge4,1279
周围,zhou1'wei2,1280
商业,shang1'ye4,1281
负,fu4,1282
古,gu3,1283
打开,da3'kai1,1284
太阳,tai4'yang2,1285
选,xuan3,1286
特色,te4'se4,1287
内部,nei4'bu4,1288
接着,jie1'zhe,1289
夫人,fu1'ren2,1290
石,shi2,1291
给予,ji3'yu3,1292
亲,qin1,1293
居民,ju1'min2,1294
亮,liang4,1295
不久,bu4'jiu3,1296
故事,gu4'shi,1297
顶,ding3,1298
差,cha1,1299
维护,wei2'hu4,1300
似,si4,1301
本身,ben3'shen1,1302
规模,gui1'mo2,1303
权力,quan2'li4,1304
领,ling3,1305
文件,wen2'jian4,1306
吨,dun1,1307
创,chuang4,1308
阳光,yang2'guang1,1309
分配,fen1'pei4,1310
雨,yu3,1311
加快,jia1'kuai4,1312
整个,zheng3'ge4,1313
田,tian2,1314
社,she4,1315
综合,zong1'he2,1316
南京,nan2'jing1,1317
硬,ying4,1318
印,yin4,1319
国务院,guo2'wu4'yuan4,1320
铁路,tie3'lu4,1321
拥有,yong1'you3,1322
标题,biao1'ti2,1323
到底,dao4'di3,1324
平均,ping2'jun1,1325
实在,shi2'zai4,1326
附,fu4,1327
公路,gong1'lu4,1328
泥,ni1,1329
居,ju1,1330
致,zhi4,1331
供,gong1,1332
中间,zhong1'jian1,1333
运,yun4,1334
必,bi4,1335
制造,zhi4'zao4,1336
方便,fang1'bian4,1337
例,li4,1338
应用,ying4'yong4,1339
曾,ceng2,1340
热烈,re4'lie4,1341
落实,luo4'shi2,1342
保障,bao3'zhang4,1343
彻底,che4'di3,1344
素质,su4'zhi4,1345
成员,cheng2'yuan2,1346
创新,chuang4'xin1,1347
得了,de2'le,1348
贯彻,guan4'che4,1349
任,ren4,1350
局面,ju2'mian4,1351
观点,guan1'dian3,1352
象,xiang4,1353
美丽,mei3'li4,1354
电子,dian4'zi3,1355
方案,fang1'an4,1356
功能,gong1'neng2,1357
懂,dong3,1358
成就,cheng2'jiu4,1359
忘,wang4,1360
服,fu2,1361
增强,zeng1'qiang2,1362
降,jiang4,1363
胜,sheng4,1364
机制,ji1'zhi4,1365
对方,dui4'fang1,1366
公里,gong1'li3,1367
长,chang2,1368
呀,ya,1369
上面,shang4'mian,1370
全体,quan2'ti3,1371
再次,zai4'ci4,1372
反应,fan3'ying4,1373
因而,yin1'er2,1374
铁,tie3,1375
推进,tui1'jin4,1376
民间,min2'jian1,1377
客人,ke4'ren2,1378
坏,huai4,1379
阿,e1,1380
享受,xiang3'shou4,1381
地,de,1382
印度,yin4'du4,1383
消费,xiao1'fei4,1384
广州,guang3'zhou1,1385
意,yi4,1386
准,zhun3,1387
归,gui1,1388
照,zhao4,1389
那时,na4'shi2,1390
幅,fu2,1391
吸引,xi1'yin3,1392
完善,wan2'shan4,1393
行业,hang2'ye4,1394
改善,gai3'shan4,1395
某些,mou3'xie1,1396
引,yin3,1397
情绪,qing2'xu4,1398
党员,dang3'yuan2,1399
尊重,zun1'zhong4,1400
盖,gai4,1401
感受,gan3'shou4,1402
墙,qiang2,1403
喷,pen1,1404
为主,wei2'zhu3,1405
响,xiang3,1406
获,huo4,1407
洗,xi3,1408
校长,xiao4'zhang3,1409
巴,ba1,1410
亲自,qin1'zi4,1411
功,gong1,1412
只好,zhi3'hao3,1413
啦,la1,1414
紧,jin3,1415
自觉,zi4'jue2,1416
争,zheng1,1417
构成,gou4'cheng2,1418
规划,gui1'hua4,1419
处于,chu3'yu2,1420
杨,yang2,1421
战斗,zhan4'dou4,1422
通,tong1,1423
世,shi4,1424
敌人,di2'ren2,1425
眼前,yan3'qian2,1426
典型,dian3'xing2,1427
店,dian4,1428
广,guang3,1429
逐步,zhu2'bu4,1430
把握,ba3'wo4,1431
词,ci2,1432
一部分,yi1'bu4'fen,1433
错,cuo4,1434
探索,tan4'suo3,1435
玩,wan2,1436
一日,yi1'ri4,1437
生存,sheng1'cun2,1438
感,gan3,1439
房子,fang2'zi,1440
切,qie4,1441
访问,fang3'wen4,1442
展开,zhan3'kai1,1443
之外,zhi1'wai4,1444
加以,jia1'yi3,1445
关注,guan1'zhu4,1446
读书,du2'shu1,1447
方针,fang1'zhen1,1448
早已,zao3'yi3,1449
有着,you3'zhe,1450
一半,yi1'ban4,1451
西部,xi1'bu4,1452
规范,gui1'fan4,1453
绿色,lv4'se4,1454
一面,yi1'mian4,1455
落,luo4,1456
相对,xiang1'dui4,1457
舞台,wu3'tai2,1458
理由,li3'you2,1459
将,jiang1,1460
案件,an4'jian4,1461
冲突,chong1'tu1,1462
主义,zhu3'yi4,1463
命运,ming4'yun4,1464
集团,ji2'tuan2,1465
举,ju3,1466
有力,you3'li4,1467
须,xu1,1468
里面,li3'mian4,1469
压力,ya1'li4,1470
圈,quan1,1471
生态,sheng1'tai4,1472
中学,zhong1'xue2,1473
广东,guang3'dong1,1474
烟,yan1,1475
翻,fan1,1476
罪,zui4,1477
足,zu2,1478
仿佛,fang3'fu2,1479
听说,ting1'shuo1,1480
纸,zhi3,1481
采访,cai3'fang3,1482
处,chu4,1483
依法,yi1'fa3,1484
年龄,nian2'ling2,1485
相关,xiang1'guan1,1486
国外,guo2'wai4,1487
小学,xiao3'xue2,1488
谈话,tan2'hua4,1489
抱,bao4,1490
饭,fan4,1491
投,tou2,1492
停止,ting2'zhi3,1493
绝对,jue2'dui4,1494
加工,jia1'gong1,1495
协调,xie2'tiao2,1496
转变,zhuan3'bian4,1497
评价,ping2'jia4,1498
电脑,dian4'nao3,1499
右,you4,1500
腿,tui3,1501
目光,mu4'guang1,1502
修,xiu1,1503
颇,po1,1504
小组,xiao3'zu3,1505
治疗,zhi4'liao2,1506
大约,da4'yue1,1507
持续,chi2'xu4,1508
显然,xian3'ran2,1509
吹,chui1,1510
昨天,zuo2'tian1,1511
心情,xin1'qing2,1512
页,ye4,1513
答,da2,1514
面临,mian4'lin2,1515
总结,zong3'jie2,1516
百姓,bai3'xing4,1517
秩序,zhi4'xu4,1518
肉,rou4,1519
春,chun1,1520
密切,mi4'qie4,1521
科,ke1,1522
导致,dao3'zhi4,1523
今日,jin1'ri4,1524
道理,dao4'li3,1525
各自,ge4'zi4,1526
左,zuo3,1527
统计,tong3'ji4,1528
连续,lian2'xu4,1529
赴,fu4,1530
系,xi4,1531
基地,ji1'di4,1532
细,xi4,1534
马克思主义,ma3'ke4'si1'zhu3'yi4,1535
寻找,xun2'zhao3,1536
批准,pi1'zhun3,1537
武器,wu3'qi4,1538
客观,ke4'guan1,1539
表达,biao3'da2,1540
含,han2,1541
考察,kao3'cha2,1542
限制,xian4'zhi4,1543
照片,zhao4'pian4,1544
学术,xue2'shu4,1545
款,kuan3,1546
山东,shan1'dong1,1547
整体,zheng3'ti3,1548
大学生,da4'xue2'sheng1,1549
需求,xu1'qiu2,1550
大陆,da4'lu4,1551
大事,da4'shi4,1552
国民经济,guo2'min2'jing1'ji4,1553
睡,shui4,1554
衣服,yi1'fu,1555
尚未,shang4'wei4,1556
贸易,mao4'yi4,1557
旅游,lv3'you2,1558
值,zhi2,1559
车,che1,1560
街,jie1,1561
演员,yan3'yuan2,1562
商,shang1,1563
拒绝,ju4'jue2,1564
设施,she4'shi1,1565
压,ya1,1566
下降,xia4'jiang4,1567
担心,dan1'xin1,1568
究竟,jiu1'jing4,1569
程序,cheng2'xu4,1570
数量,shu4'liang4,1571
赵,zhao4,1572
东西,dong1'xi,1573
故,gu4,1574
爸爸,ba4'ba4,1575
高级,gao1'ji2,1576
堆,dui1,1577
血,xue4,1578
顺利,shun4'li4,1579
放心,fang4'xin1,1580
乘,cheng2,1581
令,ling4,1582
多种,duo1'zhong3,1583
模式,mo2'shi4,1584
势力,shi4'li4,1586
生物,sheng1'wu4,1587
闹,nao4,1588
性质,xing4'zhi4,1589
球,qiu2,1590
好像,hao3'xiang4,1591
配合,pei4'he2,1592
党委,dang3'wei3,1593
区域,qu1'yu4,1594
朱,zhu1,1595
引导,yin3'dao3,1596
牌,pai2,1597
金融,jin1'rong2,1598
贷款,dai4'kuan3,1599
销售,xiao1'shou4,1600
公共,gong1'gong4,1601
主体,zhu3'ti3,1602
感谢,gan3'xie4,1603
东北,dong1'bei3,1604
番,fan1,1605
俱,ju4,1606
亚洲,ya4'zhou1,1607
相同,xiang1'tong2,1608
宁,ning4,1609
具,ju4,1610
河南,he2'nan2,1611
严肃,yan2'su4,1612
龙,long2,1613
上述,shang4'shu4,1614
担任,dan1'ren4,1615
污染,wu1'ran3,1616
喊,han3,1617
至于,zhi4'yu2,1618
成熟,cheng2'shu2,1619
痛苦,tong4'ku3,1620
地下,di4'xia4,1621
哭,ku1,1622
票,piao4,1623
遍,bian4,1624
决心,jue2'xin1,1625
易,yi4,1626
嘴,zui3,1627
别的,bie2'de,1628
卷,juan4,1629
将来,jiang1'lai2,1630
路线,lu4'xian4,1631
不得不,bu4'de2'bu4,1632
折,zhe2,1633
主题,zhu3'ti2,1634
举办,ju3'ban4,1635
炮,pao4,1636
防,fang2,1637
降低,jiang4'di1,1638
用于,yong4'yu2,1639
森林,sen1'lin2,1640
是不是,shi4'bu4'shi4,1641
此时,ci3'shi2,1642
承担,cheng2'dan1,1643
特,te4,1644
博士,bo2'shi4,1645
今,jin1,1646
落后,luo4'hou4,1647
人士,ren2'shi4,1648
动作,dong4'zuo4,1649
科研,ke1'yan2,1650
安,an1,1651
查,cha2,1652
作风,zuo4'feng1,1653
欲,yu4,1654
得,de,1655
大型,da4'xing2,1656
尽,jin4,1657
主持,zhu3'chi2,1658
桥,qiao2,1659
看,kan4,1660
床,chuang2,1661
争取,zheng1'qu3,1662
伤,shang1,1663
结果,jie2'guo3,1664
吃饭,chi1'fan4,1665
全球,quan2'qiu2,1666
运输,yun4'shu1,1667
宽,kuan1,1668
协议,xie2'yi4,1669
法院,fa3'yuan4,1670
成本,cheng2'ben3,1671
少,shao4,1672
当代,dang1'dai4,1673
日期,ri4'qi1,1674
行,xing2,1675
标志,biao1'zhi4,1676
天下,tian1'xia4,1677
抢,qiang3,1678
薄,bao2,1679
吴,wu2,1680
食品,shi2'pin3,1681
警察,jing3'cha2,1682
培训,pei2'xun4,1683
决策,jue2'ce4,1684
避免,bi4'mian3,1685
核心,he2'xin1,1686
接触,jie1'chu4,1687
依靠,yi1'kao4,1688
想象,xiang3'xiang4,1689
友好,you3'hao3,1690
老板,lao3'ban3,1691
似的,shi4'de,1692
并非,bing4'fei1,1693
炸,zha4,1694
色,se4,1695
允许,yun3'xu3,1696
一生,yi1'sheng1,1697
基层,ji1'ceng2,1698
印象,yin4'xiang4,1699
推广,tui1'guang3,1700
节目,jie2'mu4,1701
啥,sha2,1702
追,zhui1,1703
戴,dai4,1704
背,bei4,1705
突破,tu1'po4,1706
转移,zhuan3'yi2,1707
奋斗,fen4'dou4,1708
时刻,shi2'ke4,1709
一套,yi1'tao4,1710
情感,qing2'gan3,1711
呢,ne,1712
多么,duo1'me,1713
现场,xian4'chang3,1714
足球,zu2'qiu2,1715
思考,si1'kao3,1716
冷,leng3,1717
末,mo4,1718
整,zheng3,1719
利,li4,1720
大小,da4'xiao3,1721
平衡,ping2'heng2,1722
国有,guo2'you3,1723
出席,chu1'xi2,1724
富,fu4,1725
补,bu3,1726
熟悉,shu2'xi1,1727
医疗,yi1'liao2,1728
公民,gong1'min2,1729
涉及,she4'ji2,1730
界,jie4,1731
资格,zi1'ge2,1732
乐,le4,1733
正文,zheng4'wen2,1734
距离,ju4'li2,1735
老百姓,lao3'bai3'xing4,1736
交换,jiao1'huan4,1737
卡,ka3,1738
激动,ji1'dong4,1739
烧,shao1,1740
熟,shu2,1741
否则,fou3'ze2,1742
保险,bao3'xian3,1743
担,dan1,1744
长江,chang2'jiang1,1745
端,duan1,1746
意思,yi4'si,1747
财产,cai2'chan3,1748
凡,fan2,1749
能源,neng2'yuan2,1750
趋势,qu1'shi4,1751
上升,shang4'sheng1,1752
记得,ji4'de,1753
纪念,ji4'nian4,1754
计,ji4,1755
市场经济,shi4'chang3'jing1'ji4,1756
法制,fa3'zhi4,1757
奖,jiang3,1758
亲切,qin1'qie4,1759
超,chao1,1760
狗,gou3,1761
不错,bu4'cuo4,1762
俄罗斯,e2'luo2'si1,1763
运行,yun4'xing2,1764
一方面,yi1'fang1'mian4,1765
饮,yin3,1766
负责人,fu4'ze2'ren2,1767
日益,ri4'yi4,1768
义务,yi4'wu4,1769
比例,bi3'li4,1770
生产力,sheng1'chan3'li4,1771
休息,xiu1'xi,1772
叶,ye4,1773
游,you2,1774
办事,ban4'shi4,1775
试验,shi4'yan4,1776
品种,pin3'zhong3,1777
的确,di2'que4,1778
患者,huan4'zhe3,1779
考试,kao3'shi4,1780
数字,shu4'zi4,1781
武装,wu3'zhuang1,1782
枪,qiang1,1783
几,ji3,1784
选举,xuan3'ju3,1785
羊,yang2,1786
设立,she4'li4,1787
费用,fei4'yong4,1788
针对,zhen1'dui4,1789
进展,jin4'zhan3,1790
街道,jie1'dao4,1791
兴趣,xing4'qu4,1792
平等,ping2'deng3,1793
资本,zi1'ben3,1794
经理,jing1'li3,1795
地球,di4'qiu2,1796
相比,xiang1'bi3,1797
数,shu4,1798
重庆,zhong4'qing4,1799
犯,fan4,1800
改进,gai3'jin4,1801
办理,ban4'li3,1802
顿,dun4,1803
样子,yang4'zi3,1804
多次,duo1'ci4,1805
营,ying2,1806
咱们,zan2'men,1807
挑战,tiao3'zhan4,1808
登,deng1,1810
切实,qie4'shi2,1811
科学家,ke1'xue2'jia1,1812
试,shi4,1813
大地,da4'di4,1814
从此,cong2'ci3,1815
够,gou4,1816
中的,zhong1'de,1817
复,fu4,1818
前面,qian2'mian,1819
一阵,yi1'zhen4,1820
女人,nv3'ren2,1821
威胁,wei1'xie2,1822
系列,xi4'lie4,1823
事故,shi4'gu4,1824
从来,cong2'lai2,1825
深深,shen1'shen1,1826
修改,xiu1'gai3,1827
即将,ji2'jiang1,1828
人家,ren2'jia,1829
香,xiang1,1830
背景,bei4'jing3,1831
四川,si4'chuan1,1832
结,jie1,1833
计算机,ji4'suan4'ji1,1834
作战,zuo4'zhan4,1835
美好,mei3'hao3,1836
命令,ming4'ling4,1837
引进,yin3'jin4,1838
戏剧,xi4'ju4,1839
党中央,dang3'zhong1'yang1,1840
朝鲜,chao2'xian1,1841
实验,shi2'yan4,1842
法规,fa3'gui1,1843
题,ti2,1844
官员,guan1'yuan2,1845
质,zhi4,1846
造,zao4,1847
环,huan2,1848
首都,shou3'du1,1849
数据,shu4'ju4,1850
效益,xiao4'yi4,1851
信心,xin4'xin1,1852
传播,chuan2'bo1,1853
强大,qiang2'da4,1854
工具,gong1'ju4,1855
进程,jin4'cheng2,1856
穷,qiong2,1858
气氛,qi4'fen1,1859
石油,shi2'you2,1860
效率,xiao4'lv4,1861
防止,fang2'zhi3,1862
海洋,hai3'yang2,1863
食,shi2,1864
非洲,fei1'zhou1,1865
加大,jia1'da4,1866
特征,te4'zheng1,1867
所在,suo3'zai4,1868
女士,nv3'shi4,1869
用户,yong4'hu4,1870
激烈,ji1'lie4,1871
执法,zhi2'fa3,1872
贫困,pin2'kun4,1873
地上,di4'shang4,1874
视,shi4,1875
喜,xi3,1876
使得,shi3'de,1877
北方,bei3'fang1,1878
宪法,xian4'fa3,1879
友谊,you3'yi4,1880
依据,yi1'ju4,1881
相应,xiang1'ying4,1882
鸡,ji1,1883
联合国,lian2'he2'guo2,1884
回去,hui2'qu4,1885
显著,xian3'zhu4,1886
黄河,huang2'he2,1887
快速,kuai4'su4,1888
忘记,wang4'ji4,1889
失败,shi1'bai4,1890
小姐,xiao3'jie3,1891
猪,zhu1,1892
对待,dui4'dai4,1893
持,chi2,1894
负担,fu4'dan1,1895
青,qing1,1897
风格,feng1'ge2,1898
摄,she4,1899
皆,jie1,1900
繁荣,fan2'rong2,1901
棵,ke1,1902
更为,geng4'wei2,1903
就业,jiu4'ye4,1904
将军,jiang1'jun1,1905
列,lie4,1906
土地,tu3'di4,1908
情形,qing2'xing2,1909
旁,pang2,1910
前来,qian2'lai2,1911
克,ke4,1912
例如,li4'ru2,1913
会见,hui4'jian4,1914
推出,tui1'chu1,1915
替,ti4,1916
后面,hou4'mian4,1917
兴奋,xing1'fen4,1918
申请,shen1'qing3,1919
湖,hu2,1920
才能,cai2'neng2,1921
贴,tie1,1922
板,ban3,1923
仪式,yi2'shi4,1924
咱,zan2,1925
理,li3,1926
妻子,qi1'zi,1927
结婚,jie2'hun1,1928
看法,kan4'fa3,1929
立场,li4'chang3,1930
角度,jiao3'du4,1931
日前,ri4'qian2,1932
职务,zhi2'wu4,1933
交给,jiao1'gei3,1934
实力,shi2'li4,1935
救,jiu4,1936
准确,zhun3'que4,1937
吧,ba1,1938
布,bu4,1939
成长,cheng2'zhang3,1940
凭,ping2,1941
俄,e2,1942
春节,chun1'jie2,1943
跟着,gen1'zhe,1944
产,chan3,1945
众,zhong4,1946
姓,xing4,1947
盘,pan2,1948
带领,dai4'ling3,1949
枚,mei2,1950
赶,gan3,1951
软件,ruan3'jian4,1952
甚,shen4,1953
家长,jia1'zhang3,1954
临时,lin2'shi2,1955
邀请,yao1'qing3,1956
发言,fa1'yan2,1957
谋,mou2,1958
以外,yi3'wai4,1959
巩固,gong3'gu4,1960
划,hua2,1961
立法,li4'fa3,1962
感动,gan3'dong4,1963
树立,shu4'li4,1964
渐渐,jian4'jian4,1965
形,xing2,1966
途径,tu2'jing4,1967
交往,jiao1'wang3,1968
灯,deng1,1969
园,yuan2,1970
周年,zhou1'nian2,1971
守,shou3,1972
阴,yin1,1973
围,wei2,1974
风险,feng1'xian3,1975
牺牲,xi1'sheng1,1976
忽然,hu1'ran2,1977
市民,shi4'min2,1978
疾病,ji2'bing4,1979
本质,ben3'zhi4,1980
发达,fa1'da2,1981
律师,lv4'shi1,1982
白天,bai2'tian1,1983
接近,jie1'jin4,1984
团体,tuan2'ti3,1985
围绕,wei2'rao4,1986
这儿,zhe4'er,1987
人数,ren2'shu4,1988
善,shan4,1989
村民,cun1'min2,1990
刀,dao1,1991
媒体,mei2'ti3,1992
中华,zhong1'hua2,1993
层次,ceng2'ci4,1994
门口,men2'kou3,1995
挖,wa1,1996
完整,wan2'zheng3,1997
收到,shou1'dao4,1998
解,jie3,1999
大多数,da4'duo1'shu4,2000
许,xu3,2001
少年,shao4'nian2,2002
指标,zhi3'biao1,2003
计算,ji4'suan4,2004
爱情,ai4'qing2,2005
多数,duo1'shu4,2006
呈,cheng2,2007
妈,ma1,2008
治理,zhi4'li3,2010
放弃,fang4'qi4,2011
星,xing1,2012
两岸,liang3'an4,2013
工厂,gong1'chang3,2014
不必,bu4'bi4,2015
摸,mo1,2016
通信,tong1'xin4,2017
上去,shang4'qu4,2018
随后,sui2'hou4,2019
胡,hu2,2020
公斤,gong1'jin1,2021
爬,pa2,2022
尽快,jin3'kuai4,2023
确保,que4'bao3,2024
基金,ji1'jin1,2025
雪,xue3,2026
一会儿,yi1'hui4'er,2027
挺,ting3,2028
心灵,xin1'ling2,2029
散,san4,2030
气候,qi4'hou4,2031
少数,shao3'shu4,2032
岗位,gang3'wei4,2033
思维,si1'wei2,2034
初步,chu1'bu4,2035
供应,gong1'ying4,2036
记录,ji4'lu4,2037
到处,dao4'chu4,2038
反而,fan3'er2,2039
诗人,shi1'ren2,2040
做法,zuo4'fa3,2041
注重,zhu4'zhong4,2042
冠,guan4,2043
大概,da4'gai4,2044
动力,dong4'li4,2045
交易,jiao1'yi4,2046
茶,cha2,2047
恐怕,kong3'pa4,2048
青少年,qing1'shao4'nian2,2049
红色,hong2'se4,2050
参观,can1'guan1,2051
院长,yuan4'chang2,2052
力度,li4'du4,2053
鲜,xian1,2054
公布,gong1'bu4,2055
外交,wai4'jiao1,2056
维持,wei2'chi2,2057
一时,yi1'shi2,2058
发行,fa1'xing2,2059
施工,shi1'gong1,2060
伊,yi1,2061
反复,fan3'fu4,2062
众多,zhong4'duo1,2063
甲,jia3,2064
粮,liang2,2065
沟,gou1,2066
防治,fang2'zhi4,2067
圆,yuan2,2068
斤,jin1,2069
远远,yuan3'yuan3,2070
声明,sheng1'ming2,2071
西藏,xi1'cang2,2072
怪,guai4,2073
煤,mei2,2074
依,yi1,2075
违法,wei2'fa3,2076
协会,xie2'hui4,2077
购买,gou4'mai3,2078
信任,xin4'ren4,2079
钻,zuan1,2080
性格,xing4'ge2,2081
招,zhao1,2082
冠军,guan4'jun1,2083
核,he2,2084
平时,ping2'shi2,2085
浙江,zhe4'jiang1,2086
夹,jia1,2087
主人,zhu3'ren2,2088
存,cun2,2089
男女,nan2'nv3,2090
讯,xun4,2091
深化,shen1'hua4,2092
司法,si1'fa3,2093
部署,bu4'shu3,2094
总体,zong3'ti3,2095
载,zai4,2096
国民,guo2'min2,2097
转化,zhuan3'hua4,2098
立刻,li4'ke4,2099
上下,shang4'xia4,2100
对话,dui4'hua4,2101
环节,huan2'jie2,2102
条例,tiao2'li4,2103
眼光,yan3'guang1,2104
国民党,guo2'min2'dang3,2105
孙,sun1,2106
灵魂,ling2'hun2,2107
近日,jin4'ri4,2108
愿望,yuan4'wang4,2109
学会,xue2'hui4,2110
斗,dou4,2111
顺,shun4,2112
失,shi1,2113
图片,tu2'pian4,2114
健全,jian4'quan2,2115
难道,nan2'dao4,2116
位于,wei4'yu2,2117
其次,qi2'ci4,2118
冒,mao4,2119
天地,tian1'di4,2120
慢慢,man4'man4,2121
在内,zai4'nei4,2122
人群,ren2'qun2,2123
命,ming4,2124
大众,da4'zhong4,2125
适当,shi4'dang4,2126
合法,he2'fa3,2127
吸收,xi1'shou1,2128
隔,ge2,2129
学科,xue2'ke1,2130
编,bian1,2131
升,sheng1,2132
面向,mian4'xiang4,2133
武汉,wu3'han4,2134
瓦,wa3,2135
既然,ji4'ran2,2136
大门,da4'men2,2137
志,zhi4,2138
敌,di2,2139
种种,zhong3'zhong3,2140
仅仅,jin3'jin3,2141
十一,shi2'yi1,2142
女性,nv3'xing4,2143
南方,nan2'fang1,2144
跨,kua4,2145
克服,ke4'fu2,2146
内心,nei4'xin1,2147
种植,zhong4'zhi2,2148
生动,sheng1'dong4,2149
躺,tang3,2150
毕竟,bi4'jing4,2151
恐怖,kong3'bu4,2152
移动,yi2'dong4,2153
检验,jian3'yan4,2154
义,yi4,2155
具备,ju4'bei4,2156
操作,cao1'zuo4,2157
他人,ta1'ren2,2158
坚定,jian1'ding4,2159
预防,yu4'fang2,2160
流动,liu2'dong4,2161
资本主义,zi1'ben3'zhu3'yi4,2162
身份,shen1'fen,2163
人大,ren2'da4,2164
彼此,bi3'ci3,2165
木,mu4,2166
丝,si1,2167
展示,zhan3'shi4,2168
官兵,guan1'bing1,2169
缺,que1,2170
样,yang4,2171
色彩,se4'cai3,2172
课,ke4,2173
新疆,xin1'jiang1,2174
漂亮,piao4'liang,2175
公园,gong1'yuan2,2176
腐败,fu3'bai4,2177
职能,zhi2'neng2,2178
累,lei3,2179
快乐,kuai4'le4,2180
势,shi4,2181
概念,gai4'nian4,2182
拖,tuo1,2183
春天,chun1'tian1,2184
教学,jiao4'xue2,2185
研制,yan2'zhi4,2186
逃,tao2,2187
机遇,ji1'yu4,2188
种子,zhong3'zi,2189
母,mu3,2190
脱,tuo1,2191
队长,dui4'chang2,2192
抗,kang4,2193
编辑,bian1'ji2,2194
进攻,jin4'gong1,2195
取消,qu3'xiao1,2196
强化,qiang2'hua4,2197
东方,dong1'fang1,2198
公安,gong1'an1,2199
现有,xian4'you3,2200
进来,jin4'lai,2201
发动,fa1'dong4,2202
履行,lv3'xing2,2203
外面,wai4'mian4,2204
事务,shi4'wu4,2205
地面,di4'mian4,2206
判断,pan4'duan4,2207
予以,yu3'yi3,2208
产量,chan3'liang4,2209
下面,xia4'mian4,2210
精神文明,jing1'shen2'wen2'ming2,2211
危机,wei1'ji1,2212
温暖,wen1'nuan3,2213
战胜,zhan4'sheng4,2214
症,zheng4,2215
规则,gui1'ze2,2216
择,ze2,2217
挤,ji3,2218
若干,ruo4'gan1,2219
队员,dui4'yuan2,2220
大批,da4'pi1,2221
委,wei3,2222
明年,ming2'nian2,2223
改革开放,gai3'ge2'kai1'fang4,2224
沿,yan2,2225
登记,deng1'ji4,2226
念,nian4,2227
正,zheng4,2228
紧急,jin3'ji2,2229
制作,zhi4'zuo4,2230
机械,ji1'xie4,2231
泡,pao4,2232
农产品,nong2'chan3'pin3,2233
和谐,he2'xie2,2234
植物,zhi2'wu4,2235
由此,you2'ci3,2236
调,tiao2,2237
治安,zhi4'an1,2238
积极性,ji1'ji2'xing4,2239
打破,da3'po4,2240
栏目,lan2'mu4,2241
谈判,tan2'pan4,2242
利润,li4'run4,2243
仔细,zi3'xi4,2244
韩国,han2'guo2,2245
人民币,ren2'min2'bi4,2246
皮,pi2,2247
城镇,cheng2'zhen4,2248
背后,bei4'hou4,2249
选手,xuan3'shou3,2250
贵,gui4,2251
间,jian1,2252
号,hao4,2253
湖南,hu2'nan2,2254
考,kao3,2255
乃,nai3,2256
劳动力,lao2'dong4'li4,2257
微笑,wei1'xiao4,2258
迎接,ying2'jie1,2259
配,pei4,2260
生长,sheng1'zhang3,2261
诸,zhu1,2262
凉,liang2,2263
真是,zhen1'shi4,2264
之所以,zhi1'suo3'yi3,2265
思,si1,2266
遭,zao1,2267
蔬菜,shu1'cai4,2268
罗,luo2,2269
严,yan2,2270
文物,wen2'wu4,2271
碗,wan3,2272
社区,she4'qu1,2273
个体,ge4'ti3,2274
嘛,ma,2275
房间,fang2'jian1,2276
苏联,su1'lian2,2277
鸟,niao3,2278
舞蹈,wu3'dao3,2279
资产,zi1'chan3,2280
公正,gong1'zheng4,2281
运动员,yun4'dong4'yuan2,2282
座谈会,zuo4'tan2'hui4,2283
思路,si1'lu4,2284
司机,si1'ji1,2285
闻,wen2,2286
事物,shi4'wu4,2287
积累,ji1'lei3,2288
智慧,zhi4'hui4,2289
杂志,za2'zhi4,2290
中华民族,zhong1'hua2'min2'zu2,2291
空,kong1,2292
意志,yi4'zhi4,2293
县委,xian4'wei3,2294
闯,chuang3,2295
提前,ti2'qian2,2296
略,lve4,2297
艺术家,yi4'shu4'jia1,2298
之下,zhi1'xia4,2299
非法,fei1'fa3,2300
